paper_id,title,year,authors,venue,url,abstract,abstract_clean
56e46b45c9696578bf17b7b3dfde9af6aed28d5e,A Cyber Kill Chain Approach for Detecting Advanced Persistent Threats,2021,Yussuf Ahmed; A. Asyhari; Md Arafatur Rahman,Computers Materials & Continua,https://doi.org/10.32604/cmc.2021.014223,": The number of cybersecurity incidents is on the rise despite sig-nificant investment in security measures. The existing conventional security approaches have demonstrated limited success against some of the more complex cyber-attacks. This is primarily due to the sophistication of the attacks and the availabilityof powerful tools. Interconnected devices such as the Internet of Things (IoT) are also increasing attack exposures due to the increase in vulnerabilities. Over the last few years, we have seen a trend moving towards embracing edge technologies to harness the power of IoT devices and 5G networks. Edge technology brings processing power closer to the network and brings many advantages, including reduced latency, while it can also introduce vulnerabilities that could be exploited. Smart cities are also dependent on technologies where everything is interconnected. This interconnectivity makes them highly vulnerable to cyber-attacks, especially by the Advanced Persistent Threat (APT), as these vulnerabilities are amplified by the need to integrate new technologies with legacy systems. Cybercriminals behind APT attacks have recently been targeting the IoT ecosystems, prevalent in many of these cities. In this paper, we used a publicly availabledataset on Advanced Persistent Threats (APT) and developed a data-driven approach for detecting APT stages using the Cyber Kill Chain. APTs are highly sophisticated and targeted forms of attacks that can evade intrusion detection systems, resulting in one of the greatest current challenges facing security professionals. In this experiment, we used multiple machine learning classifiers, such as Naïve Bayes, Bayes Net, KNN, Random Forest and Support Vector Machine (SVM). We used Weka performance metrics to show the numeric results. The best performance result of 91.1% was obtained with the Naïve Bayes classifier. We hope our proposed solution will help security professionals to deal with APTs in a timely and effective manner.",cybersecurity incident rise despite sig-nificant investment measure conventional approach demonstrate limit success complex cyber-attacks primarily due sophistication attack availabilityof powerful tool interconnect device internet thing iot increase exposure due increase vulnerability last year see trend move towards embrace edge technology harness power iot device network edge technology bring process power closer bring many advantage reduce latency introduce vulnerability could exploit smart city dependent technology everything interconnect interconnectivity make highly vulnerable cyber-attacks especially advance persistent apt vulnerability amplify need integrate technology legacy system cybercriminals behind apt attack recently target iot ecosystem prevalent many city publicly availabledataset advance persistent threat apt develop data-driven detect apt stag kill chain apts highly sophisticate target form attack evade intrusion system result one greatest current challenge face professional machine learn classifier bay bay net knn random forest support vector machine svm weka metric numeric result best obtain bay classifier hope professional deal apts timely manner
1252000c3249e094ac6123106ac54699db819f15,A Hybrid Deep Learning Approach for Advanced Persistent Threat Attack Detection,2021,Meaad Alrehaili; Adel Alshamrani; A. Eshmawi,International Conference on Future Networks and Distributed Systems,https://www.semanticscholar.org/paper/1252000c3249e094ac6123106ac54699db819f15,"Advanced Persistent Threat (APT) attack is one of the most common and costly destructive attacks on the target system. This attack has become a challenge for companies, governments, and organizations’ information security systems. In recent years, methods for detecting and preventing APT attacks that use machine learning or deep learning algorithms to analyze indications and anomalous behaviors in network traffic have become popular. However, due to a lack of typical data from attack campaigns, the APT attack detection approach that uses behavior analysis and evaluation approaches encounter many issues. Network traffic analysis to detect a common APT attack is one of the solutions for dealing with this situation. This paper develops efficient and flexible deep learning models. To analyze huge network traffic, a hybrid deep learning approach that builds two models is used: Stacked Autoencoder with Long Short-Term Memory (SAE-LSTM) and Convolutional Neural Networks with Long Short-Term Memory Network (CNN-LSTM) to detect indications of APT attacks. A reliable dataset ’DAPT2020’ that covers all APT stages is used to evaluate the proposed approach. The experimental results demonstrate that the hybrid deep learning approach proved to give higher performance than the individual deep learning model in detecting malicious behavior in each APT stage.",advance persistent apt one common costly destructive attack target company government organization system year method detect prevent apt attack machine learn deep learn algorithm indication anomalous behavior traffic popular due lack typical campaign apt use behavior approach encounter many issue traffic common apt one solution deal situation develop flexible deep learn model huge traffic hybrid deep learn build two model stack autoencoder long short-term memory sae-lstm convolutional neural network long short-term memory cnn-lstm indication apt attack reliable dataset dapt2020 cover apt stag result hybrid deep learn prove give higher individual deep learn detect malicious behavior apt stage
54858e895b285d646ffb4de70103b6fb57bf61d1,A Novel Method for Detecting Advanced Persistent Threat Attack Based on Belief Rule Base,2021,Guozhu Wang; Yiwen Cui; Jie Wang; Lihua Wu; Guanyu Hu,Applied Sciences,https://www.mdpi.com/2076-3417/11/21/9899/pdf?version=1635296533,"Advanced persistent threat (APT) is a special attack method, which is usually initiated by hacker groups to steal data or destroy systems for large enterprises and even countries. APT has a long-term and multi-stage characteristic, which makes it difficult for traditional detection methods to effectively identify. To detect APT attacks requires solving some problems: how to deal with various uncertain information during APT attack detection, how to fully train the APT detection model with small attack samples, and how to obtain the interpretable detection results for subsequent APT attack forensics. Traditional detection methods cannot effectively utilize multiple uncertain information with small samples. Meanwhile, most detection models are black box and lack a transparent calculation process, which makes it impossible for managers to analyze the reliability and evidence of the results. To solve these problems, a novel detection method based on belief rule base (BRB) is proposed in this paper, where expert knowledge and small samples are both utilized to obtain interpretable detection results. A case study with numerical simulation is established to prove the effectiveness and practicality of the proposed method.",advance persistent apt special usually initiate hacker group steal destroy system enterprise even country apt long-term multi-stage characteristic make difficult traditional method effectively identify apt attack require solve problem deal uncertain apt fully train apt sample interpretable result subsequent apt forensics traditional method cannot effectively utilize uncertain sample meanwhile model black box lack transparent calculation process make impossible manager reliability evidence result solve problem belief rule base brb expert knowledge sample utilize interpretable result numerical simulation establish prove effectiveness practicality
41587b78e98a711882076e7bfe379e7124a265d8,A Survey of Advanced Persistent Threats Attack and Defense,2021,Yangyang Mei; Weihong Han; Shudong Li; Xiaobo Wu,International Conference on Data Science in Cyberspace,https://www.semanticscholar.org/paper/41587b78e98a711882076e7bfe379e7124a265d8,"Advanced Persistent Threats (APT) are a complex attack method aimed at specific targets to steal high-value sensitive information or damage the target organization's infrastructure. The attackers patiently and constantly look for new methods to invade each endpoint in the target network system and formulate different attack strategies in different links. This purposeful, organized, and premeditated group targeted attack seriously threatens the country and the enterprise network security. Some of the proposed APT detection defense methods apply only to individual stages of attacks. They are constrained to the study of APT attack detection defense as a whole (from detection to target completion). In this survey paper, we first introduce the origin and attack mechanism of APT and compare it with the traditional attacks. We summarize a universal five-stage APT attack model, listing attack techniques and methods of different stages, which provide the basis for the design of threat detection defense framework, and finally, the optional detection defense techniques for different attack stages.",advance persistent threat apt complex aim specific target steal high-value sensitive damage target organization infrastructure attacker patiently constantly look method invade endpoint target formulate strategy link purposeful organize premeditate group target seriously threaten country enterprise apt method individual stag attack constrain apt whole target completion survey first introduce origin apt compare traditional attack summarize universal five-stage apt list technique method stag basis design finally optional technique stag
fe6ea488803963ebb83a49a4ed7a21e613c37f52,A multi-layer approach for advanced persistent threat detection using machine learning based on network traffic,2021,Cho Do Xuan; Duc Duong; Xuan Dau Hoang,Journal of Intelligent & Fuzzy Systems,https://www.semanticscholar.org/paper/fe6ea488803963ebb83a49a4ed7a21e613c37f52,"Advanced Persistent Threat (APT) is a dangerous network attack method that is widely used by attackers nowadays. During the APT attack process, attackers often use advanced techniques and tools, thus, causing many difficulties for information security systems. In fact, to detect the APT attacks, intrusion detection systems cannot rely on one technique or method but often combine multiple techniques and methods. In addition, the approach for APT attack detection using behavior analysis and evaluation techniques is facing many difficulties due to the lack of characteristic data of attack campaigns. For the above reasons, in this paper, we propose a method for APT attack detection based on a multi-layer analysis. The multi-layer analysis technique in our proposal computes and analyzes various events in Network Traffic to detect and synthesize abnormal signs and behaviors in order to make conclusions about the existence of APT in the system. Specifically, in our proposal, we will use serial 3 main layers for the APT attack detection process including i) Detecting APT attacks based on analyzing abnormal connection; ii) Detecting APT attacks based on analyzing and evaluating Suricata log; iii) Detecting APT attacks based on analyzing behavior profiles that are compiled from layers (i) and (ii). To achieve these goals, the multi-layer analysis technique for APT attack detection will perform 2 main tasks: i) Analyzing and evaluating components of Network Traffic based on abnormal signs and behaviors. ii) building and classifying behavior profile based on each component of network traffic. In the experimental section, we will compare and evaluate the effectiveness of the APT attack detection process of each layer in the multi-layer analysis model using machine learning. Experimental results have shown that the APT attack detection method based on analyzing behavior profile has yielded better results than individual detection methods on all metrics. The research results shown in the paper not only demonstrate the effectiveness of the multilayer analysis model for APT attack detection but also provide a novel approach for detecting several other cyber-attack techniques.",advance persistent apt dangerous widely attacker nowadays apt process attacker often advance technique tool cause many difficulty system fact apt attack intrusion system cannot rely one often combine technique method addition apt behavior technique face many difficulty due lack characteristic campaign reason apt multi-layer multi-layer proposal compute analyze event traffic synthesize abnormal sign behavior order conclusion existence apt specifically proposal serial layer apt process detect apt attack analyze abnormal connection detect apt attack analyze evaluate suricata iii detect apt attack analyze behavior profile compile layer goal multi-layer apt perform task analyze evaluate component traffic abnormal sign behavior build classify behavior profile component traffic section compare effectiveness apt process layer multi-layer machine learn result show apt analyze behavior profile yield better result individual method metric result show effectiveness multilayer apt detect several cyber-attack technique
b28d4ff72789d030d5ad94deb4c3f06d273c604c,A spatial-temporal correlation based method for advanced persistent threat detection,2021,Luoli Wang,Journal of Physics: Conference Series,https://doi.org/10.1088/1742-6596/2113/1/012037,"Advanced Persistent Threats (APT) have caused severe damage to the core information infrastructure of many governments and organizations. APT attacks usually remain low and slow which makes them difficult to be detected. In this case, the way of correlatively analyzing massive logs generated by various security devices for effectively detecting the new type of cyber threat turns out to be more and more significant. In this paper, on the basis of analyzing the principles and characteristics of APT, we propose an intelligent threat detection method based on the expanded Cyber Attack Chain (CAC) model and the long short-term memory network (LSTM) autoencoder to extensively correlate malicious behaviors from spatial and temporal dimensions, which provides a brain new idea for the application and practice of complex network attack detection.",advance persistent threat apt cause severe damage core infrastructure many government organization apt attack usually remain slow make difficult detect way correlatively analyze massive log generate device effectively detect turn basis analyze principle characteristic apt intelligent expand chain cac long short-term memory lstm autoencoder extensively correlate malicious behavior spatial temporal dimension provide brain idea application practice complex
ab0634b369ff37412c111c3c3a9386c37ea44237,ANUBIS: a provenance graph-based framework for advanced persistent threat detection,2021,Md. Monowar Anjum; Shahrear Iqbal; B. Hamelin,ACM Symposium on Applied Computing,https://arxiv.org/pdf/2112.11032,"We present ANUBIS, a highly effective machine learning-based APT detection system. Our design philosophy for ANUBIS involves two principal components. Firstly, we intend ANUBIS to be effectively utilized by cyber-response teams. Therefore, prediction explainability is one of the main focuses of ANUBIS design. Secondly, ANUBIS uses system provenance graphs to capture causality and thereby achieves high detection performance. At the core of the predictive capability of ANUBIS, there is a Bayesian Neural Network that can tell how confident it is in its predictions. We evaluate ANUBIS against a recent APT dataset (DARPA OpTC) and show that ANUBIS can detect malicious activity akin to APT campaigns with high accuracy. Moreover, ANUBIS learns about high-level patterns that allow it to explain its predictions to threat analysts. The high predictive performance with explainable attack story reconstruction makes ANUBIS an effective tool to use for enterprise cyber defense.",anubis highly machine learning-based apt design philosophy anubis involve two principal component firstly intend anubis effectively utilize cyber-response team prediction explainability one focus anubis design secondly anubis use provenance graph capture causality thereby achieve core predictive capability anubis bayesian neural tell confident prediction anubis apt dataset darpa optc anubis malicious activity akin apt campaign anubis learn high-level pattern explain prediction analyst predictive explainable story reconstruction make anubis enterprise
454535e78805cd04090440f7de3771b36adc423c,Advanced Persistent Threat Detection and Defence (APT),2021,Hassan Adeyoola,Unknown Venue,https://doi.org/10.20944/preprints202106.0621.v1,"as the growth and popularity of technology has become simultaneous ascend in both impacts and numbers of cyber criminals thanks to the web. For many years, the organization has strived in ways of preventing any attacks from cyber-criminal with advanced techniques. Cybercriminals and intruders are developing a more advanced way to breach the security surface of an organization. Advanced Persistent Threats are also known as APT are new and a lot more sophisticated version for multistep attack scenarios that are known and are targeted just to achieve a goal most commonly undercover activities. this report, there will cover everything I know that tells us about APT with more word and brief explanations",growth popularity technology simultaneous ascend impact number criminal thank web many year organization strive way prevent attack cyber-criminal advance technique cybercriminals intruder develop advance way breach surface organization advance persistent threat know apt lot sophisticate version multistep scenario know target goal commonly undercover activity report cover everything know tell apt word brief explanation
ffffd7609b92b935bf987d5d39cc5f722f0ec620,Advanced Persistent Threat Detection: A Survey,2021,Adam Khalid; A. Zainal; Mohd Aizaini Maarof; Fuad A. Ghaleb,"International Conference on Cybernetics, Robotics and Control",https://www.semanticscholar.org/paper/ffffd7609b92b935bf987d5d39cc5f722f0ec620,"Advanced Persistent Threat is a very sophisticated targeted attack aimed at organizations. Several approaches have been proposed to detect APT. This paper defines an APT as an attack that has certain objectives to be achieved, and are performed by well-funded organizations, and is long term campaign. In this paper we have identified APT as a threat that follows a kill chain process. Intrusion detection and intrusion detection methods are summarized in this paper. Detection of an APT is a challenge. In this paper various detection methods used by researchers and the challenges in detecting APT is highlighted.",advance persistent sophisticate target aim organization several approach apt define apt certain objective achieve perform well-funded organization long term campaign identify apt follow kill chain process intrusion intrusion method summarize apt method researcher challenge detect apt highlight
4f07d7e91a441f56167342f4d00a5daede99ceef,An Advanced Persistent Threat (APT)-Style Cyberattack Testbed for Distributed Energy Resources (DER),2021,Kyuchan Park; Bohyun Ahn; Jinsan Kim; D. Won; Youngtae Noh; Jinchun Choi; Taesic Kim,2021 IEEE Design Methodologies Conference (DMC),https://www.semanticscholar.org/paper/4f07d7e91a441f56167342f4d00a5daede99ceef,"Advanced Persistent Threat (APT) is a professional stealthy threat actor who uses continuous and sophisticated attack techniques which have not been well mitigated by existing defense strategies. This paper proposes an APT-style cyber-attack tested for distributed energy resources (DER) in cyber-physical environments. The proposed security testbed consists of: 1) a real-time DER simulator; 2) a real-time cyber system using real network systems and a server; and 3) penetration testing tools generating APT-style attacks as cyber events. Moreover, this paper provides a cyber kill chain model for a DER system based on a latest MITRE’s cyber kill chain model to model possible attack stages. Several real cyber-attacks are created and their impacts in a DER system are provided to validate the feasibility of the proposed security testbed for DER systems.",advance persistent apt professional stealthy actor use continuous sophisticate technique well mitigate strategy propose apt-style cyber-attack test distribute energy resource der cyber-physical environment testbed consist real-time der simulator real-time system server penetration test tool generate apt-style attack event provide kill chain der latest mitre kill chain possible stag several cyber-attacks create impact der provide validate feasibility testbed der system
fac9ea24dd4711f111768bb62938fe95dccbfa80,An Intelligent Game Theory Framework for Detecting Advanced Persistent Threats,2021,Hao Yan; Qianzhen Zhang; Junjie Xie; Ziyue Lu; Sheng Chen; Deke Guo,International Conference on Parallel and Distributed Systems,https://www.semanticscholar.org/paper/fac9ea24dd4711f111768bb62938fe95dccbfa80,"The advanced persistent threat (APT) is a stealthy cyber attack perpetrated by a group that gains unauthorized access to a computer network and remains undiscovered to steal specific data and resources. Fast detection and defense of APT attacks are critical tasks in cyber security. Previous works use simple feature extraction and classification methods to distinguish APT information flow from the normal one. However, APT attacks are latent, with very little flow and mixed in many normal information flows. Moreover, APT attacks can adjust their behavior according to the environment, making it challenging to be discovered and extract features. Meanwhile, dynamic information flow tracking (DIFT) is a tool for tracking information flow, which can also adjust the marking strategy according to the environment and is often used to track and detect APT information flow. On the other hand, game theory is a mathematical model that expresses the game of two or more parties. Therefore, this motivates us to model a game theory to solve the above challenge. In this paper, to solve the above obstacles, we propose an intelligent game theory framework named DPS, which models the strategic interaction between APTs and DIFT and aims to get a high reward for DIFT. Our proposed DPS framework utilizes deep reinforcement learning to find the Nash equilibrium. The game model is a nonzero-sum, average reward stochastic game. Specifically, we design a subgraph pruning strategy and deep Q-network to guide the player in exploring new strategies in the information flow graph. Finally, we implement our framework to compute an optimal defender strategy to defend cyber security. Based on 2 real-world datasets, the experiment results demonstrate that the DPS framework can delay APT intrusions under equilibrium in 3 epochs and get a better reward than the Uniform policy.",advance persistent apt stealthy perpetrate group gain unauthorized access computer remain undiscovered steal specific resource fast apt attack task work simple feature extraction classification method distinguish apt flow normal one apt attack latent little flow mix many normal flow apt attack adjust behavior accord make challenge discover extract feature meanwhile dynamic flow track dift track flow adjust mark strategy accord often track apt flow hand game theory mathematical express game two party motivate game theory solve solve obstacle intelligent game theory name dp model strategic interaction apts dift aim get reward dift dp utilize deep reinforcement learn find nash equilibrium game nonzero-sum average reward stochastic game specifically design subgraph prune strategy deep q-network guide player explore strategy flow graph finally implement compute optimal strategy defend real-world datasets result dp delay apt intrusion equilibrium epoch get better reward uniform policy
8e958366c0e5242a50da12cab839ba4420f7e02c,DMAPT: Study of Data Mining and Machine Learning Techniques in Advanced Persistent Threat Attribution and Detection,2021,P. Charan; P. Anand; S. Shukla,Artificial Intelligence,https://doi.org/10.5772/intechopen.99291,"Modern-day malware is intelligent enough to hide its presence and perform stealthy operations in the background. Advance Persistent Threat (APT) is one such kind of malware attack on sensitive corporate and banking networks to stay there for a long time undetected. In real-time corporate networks, identifying the presence of intruders is a big challenging task for security experts. Recent APT attacks like Carbanak, The Big Bang, and Red Echo attack (targeting the Indian power sector) are ringing alarms globally. New data exfiltration methods and advancements in malware techniques are the two main reasons for rapid and robust APT evolution. Although many traditional and hybrid methods are available to detect this stealthy malware, the number of target-specific attacks are increasing rapidly at global level. Attackers have been crafting payloads resistant to malware sandbox environments so that traditional sandboxing techniques may not work with these APT malware detection. In this paper, we shed light on various Data Mining, Machine Learning techniques and frameworks used in both Attribution and Detection of APT malware. Added to this, our work highlight GAP analysis and need for paradigm shift in existing techniques to deal with evolving modern APT malware.",modern-day malware intelligent enough hide presence perform stealthy operation background advance persistent apt one kind malware sensitive corporate bank network stay long undetected real-time corporate network identify presence intruder big challenge task expert apt attack like carbanak big bang red echo target indian power sector ring alarm globally exfiltration method advancement malware technique two reason rapid robust apt evolution many traditional hybrid method available stealthy malware target-specific attack increase rapidly global attacker craft payload resistant malware sandbox environment traditional sandboxing technique may apt malware shed light mine machine learn technique framework attribution apt malware add highlight gap need paradigm shift technique deal evolve modern apt malware
b669487122f3ef6f5775d93bbee13c845a895419,Detection of Advanced Persistent Threat based on Kill Chain Node Mapping and LSTM,2021,Juefu Li,EITCE,https://www.semanticscholar.org/paper/b669487122f3ef6f5775d93bbee13c845a895419,"The advanced persistent threat (APT) has caused serious damage to the core information infrastructure of many governments and organizations. How to correlatively analyze the massive logs generated by various security devices become a key point to effectively detect such new type of attack. This paper analyzes features of the APT attack and proposes a new APT detection method based on the extended cyber kill chain and the long and short-term memory network which can extensively correlate network behaviors. Furtherly, the idea of the proposed method provides a new direction for the application and practice of detecting complex cyber attacks.",advance persistent apt cause serious damage core infrastructure many government organization correlatively massive log generate device key point effectively analyze feature apt propose apt extend kill chain long short-term memory extensively correlate behavior furtherly idea provide direction application practice detect complex attack
7d006306c329d287c338d3dc9281502177b7b780,Detection of Advanced Persistent Threats using Artificial Intelligence for Deep Packet Inspection,2021,A. Dijk,2021 IEEE International Conference on Big Data (Big Data),https://www.semanticscholar.org/paper/7d006306c329d287c338d3dc9281502177b7b780,"Advanced persistent threats (APT’s) are stealthy threat actors with the skills to gain covert control of the computer network for an extended period of time. They are the highest cyber attack risk factor for large companies and states. A successful attack via an APT can cost millions of dollars, can disrupt civil life and has the capabilities to do physical damage. APT groups are typically state-sponsored and are considered the most effective and skilled cyber attackers. Attacks of APT’s are executed in several stages as pointed out in the Lockheed Martin cyber kill chain (CKC). Each of these APT stages can potentially be identified as patterns in network traffic. Using the ""APT-2020"" dataset, that compiles the characteristics and stages of an APT, we carried out experiments on the detection of anomalous traffic for all APT stages. We compare several artificial intelligence models, like a stacked auto encoder, a recurrent neural network and a one class state vector machine and show significant improvements on detection in the data exfiltration stage. This dataset is the first to have a data exfiltration stage included to experiment on. According to APT-2020’s authors current models have the biggest challenge specific to this stage. We introduce a method to successfully detect data exfiltration by analyzing the payload of the network traffic flow. This flow based deep packet inspection approach improves detection compared to other state of the art methods.",advance persistent threat apt stealthy actor skill gain covert control computer extend period highest risk factor company state successful via apt cost million dollar disrupt civil life capability physical damage apt group typically state-sponsored consider skilled attacker attack apt execute several stag point lockheed martin kill chain ckc apt stag potentially identify pattern traffic apt dataset compile characteristic stag apt carry experiment anomalous traffic apt stag compare several artificial intelligence model like stack auto encoder recurrent neural one vector machine improvement exfiltration stage dataset first exfiltration stage include accord apt author current model biggest specific stage introduce successfully exfiltration analyze payload traffic flow flow deep packet inspection improve compare art method
68c6c69606ed44f9a7a7db88dba3c84d0c3a0a75,From TTP to IoC: Advanced Persistent Graphs for Threat Hunting,2021,Aimad Berady; M. Jaume; Valérie Viet Triem Tong; Gilles Guette,IEEE Transactions on Network and Service Management,https://hal.inria.fr/hal-03131262/file/Final%20version%20TNSM%20-%20From%20TTP%20to%20IoC%20-%20Advanced%20Persistent%20Graphs%20for%20Threat%20Hunting.pdf,"Defenders fighting against Advanced Persistent Threats need to discover the propagation area of an adversary as quickly as possible. This discovery takes place through a phase of an incident response operation called Threat Hunting, where defenders track down attackers within the compromised network. In this article, we propose a formal model that dissects and abstracts elements of an attack, from both attacker and defender perspectives. This model leads to the construction of two persistent graphs on a common set of objects and components allowing for (1) an omniscient actor to compare, for both defender and attacker, the gap in knowledge and perceptions; (2) the attacker to become aware of the traces left on the targeted network; (3) the defender to improve the quality of Threat Hunting by identifying false-positives and adapting logging policy to be oriented for investigations. In this article, we challenge this model using an attack campaign mimicking APT29, a real-world threat, in a scenario designed by the MITRE Corporation. We measure the quality of the defensive architecture experimentally and then determine the most effective strategy to exploit data collected by the defender in order to extract actionable Cyber Threat Intelligence, and finally unveil the attacker.",defender fight advance persistent threat need discover propagation area adversary quickly possible discovery take place phase incident response operation call hunt defender track attacker within compromise article formal dissect abstract element attacker perspective lead construction two persistent graph common object component allow omniscient actor compare attacker gap knowledge perception attacker aware trace leave target quality hunt identify false-positives adapt log policy orient investigation article campaign mimic apt29 real-world scenario design mitre corporation measure quality defensive architecture experimentally determine strategy exploit collect order extract actionable intelligence finally unveil attacker
86a241e7b3e8898c61d96fe1ffda1b5fd8f07342,Improved Detection of Advanced Persistent Threats Using an Anomaly Detection Ensemble Approach,2021,Adelaiye Oluwasegun Ishaya; Ajibola Aminat; B. Hashim; Abiona Akeem Adekunle,Unknown Venue,https://astesj.com/?smd_process_download=1&download_id=26572,"Article history: Received: 29 October, 2020 Accepted: 30 December, 2020 Online: 17 March, 2021 Rated a high-risk cyber-attack type, Advanced Persistent Threat (APT) has become a cause for concern to cyber security experts. Detecting the presence of APT in order to mitigate this attack has been a major challenge as successful attacks to large organizations still abound. Our approach combines static rule anomaly detection through pattern recognition and machine learning-based classification technique in mitigating the APT. (1) The rules-based on patterns are derived using statistical analysis majorly Kruskal Wallis test for association. A Packet Capture (PCAP) dataset with 1,047,908 packet header data is analyzed in an attempt, to identify malicious versus normal data traffic patterns. 90% of the attack traffic utilizes unassigned and dynamic/private ports and, also data sizes of between 0 and 58 bytes. (2) The machine learning approach narrows down the algorithm utilized by evaluating the accuracy levels of four algorithms: K-Nearest Neighbor (KNN), Support Vector Machine (SVM), Decision Tree and Random Forest with the accuracies 99.74, 87.11, 99.84 and 99.90 percent respectively. A load balance approach and modified entropy formula was applied to Random Forest. The model combines the two techniques giving it a minimum accuracy of 99.95% with added capabilities of detecting false positives. The results for both methods are matched in order to make a final decision. This approach can be easily adopted, as the data required is packet header data, visible in every network and provides results with commendable levels of accuracy, and the challenges of false positives greatly reduced.",article history receive october accept december online march rat high-risk cyber-attack advance persistent apt cause concern expert detect presence apt order mitigate major successful attack organization still abound combine static rule anomaly pattern recognition machine learning-based classification mitigate apt rules-based pattern derive statistical majorly kruskal wallis test association packet capture pcap dataset packet header analyze attempt identify malicious versus normal traffic pattern traffic utilize unassigned dynamic private port size byte machine learn narrow utilize evaluate level four algorithm k-nearest neighbor knn support vector machine svm decision tree random forest accuracy respectively load balance modify entropy formula apply random forest combine two technique give minimum add capability detect false positive result method match order final decision easily adopt require packet header visible every provide result commendable level challenge false positive greatly reduce
db4d62c594d30739e3c70134ac8af267019de7eb,Poirot: Causal Correlation Aided Semantic Analysis for Advanced Persistent Threat Detection,2021,Jian Yang; Qi Zhang; Xiaofeng Jiang; Shuangwu Chen; Feng Yang,IEEE Transactions on Dependable and Secure Computing,https://www.semanticscholar.org/paper/db4d62c594d30739e3c70134ac8af267019de7eb,"The volatile, covert and slow multistage attack patterns of Advanced Persistent Threat (APT) present a tricky challenge of APT detection, which are vital for organisations to protect their critical assets. In this article, we aim to develop system that aggregates and uses existing systems’ alerts to detect APTs. In order to achieve this, we propose a causal correlation aided semantic analysis system, called Poirot, for detecting the multi-stage threats over a long-time span from existing systems’ alerts. Poirot is capable of autonomously mining causality between anomalous events, which instructs us in reorganizing the original alerts and in constructing alert-chains. The system further exploits the Latent Dirichlet Allocation (LDA) to model the semantic context of the alert-chains. This LDA model facilitates us to carry out the semantic analysis for capturing the latent attack intent as well as for reconstructing the APT scenario. We use an alert dataset provided by a cyber security company to verify the proposed Poirot in terms of the detection accuracy and the capability of attack scenario reconstruction. The experiment results are presented to show the achievable performance of the proposed semantic analysis based APT detection.",volatile covert slow multistage pattern advance persistent apt tricky apt vital organisation asset article aim develop aggregate use system alert apts order causal correlation aid semantic call poirot detect multi-stage threat long-time span system alert poirot capable autonomously mine causality anomalous event instruct reorganize original alert construct alert-chains exploit latent dirichlet allocation lda semantic context alert-chains lda facilitate carry semantic capture latent intent well reconstruct apt scenario alert dataset provide company verify poirot term capability scenario reconstruction result achievable semantic apt
cd407ba05124e23daf49cda956247697a88af2e9,SBI Model for the Detection of Advanced Persistent Threat Based on Strange Behavior of Using Credential Dumping Technique,2021,Nachaat Mohamed; B. Belaton,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09380629.pdf,"This study investigated the shift from the manual approach of processing data to the digitized method making organizational data prone to attack by cybercriminals. The latest threat Advanced Persistent Threats (APT) was originated by the United States Air Force in 2006 by Colonel Greg Rattray. APT is constantly ravaging industries and governments, which causes severe damages including data loss, espionage, sabotage, leak, or forceful pay of ransom money to the attackers. This study introduces a new model built on Adversarial Tactics Techniques and Common Knowledge (ATT&CK) matrix for detecting APT attack. This is to identify the APT on the first potential victim when the attackers use credential dumping technique. Strange Behavior Inspection Model incorporating several models investigates and monitors APT behavioral features in the CPU, RAM, windows registry, and file systems proposed to detect APT Attack at the first potential victim machine. The Strange Behavior Inspection (SBI) Model proposed in this paper is designed to detect the attack before being developed to more advanced phases. The results of this study are presented at four levels:1- random access memory, 2-central processing unit, 3- windows registry, and 4- file systems. This study proposes a unique model as evidence to detect APT attacks before any other techniques are used. The proposed model reduces the detection time from nine-months to 2.7 minutes.",investigate shift manual process digitize make organizational prone cybercriminals latest advance persistent threat apt originate unite state air force colonel greg rattray apt constantly ravage industry government cause severe damage loss espionage sabotage leak forceful pay ransom money attacker introduce build adversarial tactic technique common knowledge att matrix detect apt identify apt first potential victim attacker credential dump strange behavior inspection incorporate several model investigate monitor apt behavioral feature cpu ram window registry file system apt first potential victim machine strange behavior inspection sbi design develop advance phase result four level random access memory central process unit window registry file system propose unique evidence apt attack technique reduce nine-months minute
